2019-09-26 09:34:16,076 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:34:16,083 [Worker-18] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 23 resources
2019-09-26 09:34:16,192 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:34:16,204 [Worker-18] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:34:16,315 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:34:16,323 [Worker-18] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:34:16,323 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:34:16,329 [Worker-18] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:34:30,127 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-pojo:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-pojo\pom.xml.
2019-09-26 09:34:30,188 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-dao:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-dao\pom.xml.
2019-09-26 09:34:30,194 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:34:30,268 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-portal-web:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-portal-web\pom.xml.
2019-09-26 09:34:30,317 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: com.joey:fangxingmall-parent:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\pom.xml.
2019-09-26 09:34:30,377 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-sellergoods-service:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-sellergoods-service\pom.xml.
2019-09-26 09:34:30,449 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-shop-web:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-shop-web\pom.xml.
2019-09-26 09:34:30,513 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-sellergoods-interface:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-sellergoods-interface\pom.xml.
2019-09-26 09:34:30,574 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-manager-web:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-manager-web\pom.xml.
2019-09-26 09:34:30,642 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-content-service:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-content-service\pom.xml.
2019-09-26 09:34:30,725 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-common:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-common\pom.xml.
2019-09-26 09:34:30,782 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-content-interface:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-content-interface\pom.xml.
2019-09-26 09:35:17,118 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:17,524 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:17,668 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:17,832 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:17,962 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:19,901 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:19,908 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2019-09-26 09:35:19,921 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:19,926 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:20,110 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:20,115 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:20,116 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:20,121 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:20,405 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:20,423 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:20,431 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 23 resources
2019-09-26 09:35:20,617 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:20,622 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:20,704 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:20,720 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:20,725 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:20,726 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:20,733 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:21,136 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:21,172 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:21,177 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2019-09-26 09:35:21,189 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:21,194 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:21,694 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:21,722 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:21,729 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2019-09-26 09:35:21,736 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:21,742 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:21,854 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:21,873 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:21,878 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:21,880 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:21,885 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:22,346 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:22,369 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:22,375 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-26 09:35:22,389 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:22,397 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:22,912 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:22,933 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:22,938 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-26 09:35:22,952 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:22,959 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:35:23,555 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:35:23,573 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:23,578 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2019-09-26 09:35:23,584 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:35:23,589 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:44:05,836 [Worker-27] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2019-09-26 09:44:06,290 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: com.joey:fangxingmall-parent:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\pom.xml.
2019-09-26 09:44:06,502 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-common:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-common\pom.xml.
2019-09-26 09:44:06,591 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-content-interface:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-content-interface\pom.xml.
2019-09-26 09:44:06,597 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:06,664 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-content-service:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-content-service\pom.xml.
2019-09-26 09:44:06,752 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-dao:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-dao\pom.xml.
2019-09-26 09:44:06,809 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-manager-web:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-manager-web\pom.xml.
2019-09-26 09:44:06,875 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-pojo:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-pojo\pom.xml.
2019-09-26 09:44:06,938 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-portal-web:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-portal-web\pom.xml.
2019-09-26 09:44:07,000 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-sellergoods-interface:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-sellergoods-interface\pom.xml.
2019-09-26 09:44:07,058 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-sellergoods-service:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-sellergoods-service\pom.xml.
2019-09-26 09:44:07,114 [Worker-27] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.joey:fangxingmall-shop-web:0.0.1-SNAPSHOT @ E:\方兴商城\Project\FangXingMall\fangxingmall-parent\fangxingmall-shop-web\pom.xml.
2019-09-26 09:44:07,249 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:07,542 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:07,670 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:07,797 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:07,923 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:08,261 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-common/src/main/java
2019-09-26 09:44:08,261 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-common/src/main/resources
2019-09-26 09:44:08,261 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-common/src/test/java
2019-09-26 09:44:08,262 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-common/src/test/resources
2019-09-26 09:44:08,333 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-content-interface/src/main/java
2019-09-26 09:44:08,333 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-content-interface/src/main/resources
2019-09-26 09:44:08,333 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-content-interface/src/test/java
2019-09-26 09:44:08,333 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-content-interface/src/test/resources
2019-09-26 09:44:08,378 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-content-service/src/main/java
2019-09-26 09:44:08,378 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-content-service/src/main/resources
2019-09-26 09:44:08,379 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-content-service/src/test/java
2019-09-26 09:44:08,379 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-content-service/src/test/resources
2019-09-26 09:44:08,538 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:08,584 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-dao/src/main/java
2019-09-26 09:44:08,584 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-dao/src/main/resources
2019-09-26 09:44:08,584 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-dao/src/test/java
2019-09-26 09:44:08,584 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-dao/src/test/resources
2019-09-26 09:44:08,636 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-manager-web/src/main/java
2019-09-26 09:44:08,636 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-manager-web/src/main/resources
2019-09-26 09:44:08,637 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-manager-web/src/test/java
2019-09-26 09:44:08,637 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-manager-web/src/test/resources
2019-09-26 09:44:08,779 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:08,811 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-pojo/src/main/java
2019-09-26 09:44:08,811 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-pojo/src/main/resources
2019-09-26 09:44:08,811 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-pojo/src/test/java
2019-09-26 09:44:08,811 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-pojo/src/test/resources
2019-09-26 09:44:08,854 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-portal-web/src/main/java
2019-09-26 09:44:08,855 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-portal-web/src/main/resources
2019-09-26 09:44:08,855 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-portal-web/src/test/java
2019-09-26 09:44:08,855 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-portal-web/src/test/resources
2019-09-26 09:44:08,989 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:09,019 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-sellergoods-interface/src/main/java
2019-09-26 09:44:09,019 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-sellergoods-interface/src/main/resources
2019-09-26 09:44:09,019 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-sellergoods-interface/src/test/java
2019-09-26 09:44:09,019 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-sellergoods-interface/src/test/resources
2019-09-26 09:44:09,350 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-sellergoods-service/src/main/java
2019-09-26 09:44:09,351 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-sellergoods-service/src/main/resources
2019-09-26 09:44:09,351 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-sellergoods-service/src/test/java
2019-09-26 09:44:09,351 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-sellergoods-service/src/test/resources
2019-09-26 09:44:09,558 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:09,608 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-shop-web/src/main/java
2019-09-26 09:44:09,608 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-shop-web/src/main/resources
2019-09-26 09:44:09,608 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /fangxingmall-shop-web/src/test/java
2019-09-26 09:44:09,609 [Worker-27] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /fangxingmall-shop-web/src/test/resources
2019-09-26 09:44:09,764 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.mybatis:mybatis:jar:3.2.8 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2019-09-26 09:44:10,056 [Worker-27] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for fangxingmall-content-service
2019-09-26 09:44:10,115 [Worker-27] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for fangxingmall-manager-web
2019-09-26 09:44:10,222 [Worker-27] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for fangxingmall-portal-web
2019-09-26 09:44:10,255 [Worker-27] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for fangxingmall-sellergoods-service
2019-09-26 09:44:10,428 [Worker-27] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for fangxingmall-shop-web
2019-09-26 09:44:10,433 [Worker-27] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 4 sec
2019-09-26 09:44:10,672 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:44:10,680 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2019-09-26 09:44:10,701 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:44:10,710 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:44:11,785 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:44:11,794 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-09-26 09:44:11,795 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-09-26 09:44:11,803 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
